Summary of the spectum NH3_Line_2928_nm: 
	 lower: 2927.5 [nm] 
	 upper: 2929 [nm] 
Gas cell 1: 
	 length: 2 cm | temp: 296 K|pressure: 0.05 atm|diluent: {'air': 1} 
	 Gasses: 
	 	 NH3: 0.06 

 wavelenth [nm] 	 absorption
2927.5172579828354	2.62843146137115e-07
2927.5258283652215	1.0645680537102464e-07
2927.534398797787	1.2748068156653858e-07
2927.5429692805337	8.741320719485302e-07
2927.551539813461	1.1263117460913463e-06
2927.5601103965705	2.247683075773388e-06
2927.568681029861	5.198795467120654e-06
2927.577251713335	5.453415332312694e-06
2927.585822446991	9.14949566732659e-06
2927.5943932308305	3.4770384255145004e-06
2927.6029640648535	1.9056761515479081e-06
2927.611534949061	2.2481362739190658e-06
2927.620105883453	2.3645121053350593e-06
2927.62867686803	2.585741162408617e-06
2927.6372479027923	2.8882089437853864e-06
2927.6458189877408	3.2767860485005684e-06
2927.654390122875	3.770868964525498e-06
2927.662961308197	4.404009048220026e-06
2927.6715325437053	5.2294792908247345e-06
2927.680103829402	1.4777092338547071e-05
2927.6886751652864	1.6978783935361896e-05
2927.6972465513595	1.993456247872949e-05
2927.7058179876212	2.4133821060146055e-05
2927.714389474073	3.059257920423608e-05
2927.7229610107142	4.175707918174787e-05
2927.731532597546	6.499148088168205e-05
2927.7401042345687	0.0001333920306156866
2927.7486759217823	0.000547637984807281
2927.7572476591877	0.0017671843137948562
2927.7658194467845	0.0006234532879407784
2927.774391284575	0.0001594316918943628
2927.782963172557	9.502968743868578e-05
2927.7915351107335	8.029260443520592e-05
2927.8001070991036	8.60379419895807e-05
2927.808679137668	0.000115088850551337
2927.817251226427	0.00022618240742999784
2927.8258233653814	0.0007291625093706067
2927.834395554531	0.0007711184741057142
2927.842967793877	0.00028552514940982654
2927.8515400834194	0.00021060735112854445
2927.8601124231586	0.00024204814826322973
2927.868684813095	0.00033715784869015053
2927.87725725323	0.0005486146634237077
2927.8858297435627	0.0011079770225055352
2927.894402284094	0.0034051398852168457
2927.9029748748244	0.0125633808022666
2927.9115475157546	0.009970728822970343
2927.920120206885	0.0024911181640023816
2927.9286929482155	0.0009507881045662803
2927.937265739747	0.0005603032760626014
2927.94583858148	0.0005102347918030103
2927.954411473415	0.0012206642476275675
2927.9629844155515	0.003972622132501047
2927.971557407891	0.0016339899889113996
2927.9801304504335	0.0004181803452470989
2927.98870354318	0.0002301285242789497
2927.9972766861297	0.0001705739217403579
2928.0058498792846	0.00014466147046732214
2928.0144231226436	0.00013274934799911708
2928.0229964162086	0.0001285389406908699
2928.031569759979	0.00012959773666099128
2928.040143153956	0.00013500860877335707
2928.048716598139	0.0001446458871334766
2928.0572900925295	0.00016702951965708035
2928.065863637127	0.0001881255195531617
2928.074437231933	0.00021863072024830288
2928.0830108769474	0.00025497126480833465
2928.0915845721706	0.0003058347399151895
2928.1001583176026	0.0003802079003333292
2928.108732113245	0.0004907528500612823
2928.117305959097	0.0006648839898706349
2928.12587985516	0.0009686421799495193
2928.1344538014337	0.001633435471267819
2928.1430277979193	0.0028829360817891336
2928.151601844617	0.006708032006154885
2928.160175941526	0.027172466655442262
2928.1687500886487	0.05409294123632569
2928.177324285984	0.018251211757116748
2928.185898533534	0.008703341776267526
2928.194472831297	0.006061552060246056
2928.2030471792755	0.0020026170339674243
2928.211621577468	0.0011231287904133191
2928.220196025877	0.0008064471027637854
2928.228770524501	0.0006628491484146348
2928.237345073342	0.0006166918036291102
2928.2459196723994	0.000662559072007074
2928.2544943216744	0.0008636071985078653
2928.2630690211668	0.0015204817141817317
2928.2716437708773	0.0045988005770110085
2928.280218570806	0.014133739816801993
2928.2887934209543	0.008098985206826725
