Summary of the spectum NH3_linien: 
	 lower: 2924 [nm] 
	 upper: 2930 [nm] 
Gas cell 0: 
	 length: 100 cm | temp: 296 K|pressure: 1 atm|gas matrix: {'air': 0.9998, 'self': 0.0002} 
	 Gasses (VMR): 
	 	 NH3: 0.0002 

 wavelenth [nm] 	 absorption
2924.1636150540958	0.001884732594920946
2924.1653252016654	0.0019226937982887993
2924.1670353512354	0.0019620746809069223
2924.168745502806	0.0020005500418396327
2924.1704556563764	0.0020391877158011384
2924.1721658119473	0.0020779176016157974
2924.173875969518	0.0021166641595656843
2924.1755861290903	0.0021553464403315514
2924.177296290662	0.00219387816496297
2924.1790064542342	0.0022321678589419802
2924.180716619807	0.0022701190423244366
2924.1824267873794	0.002307630477397349
2924.1841369569524	0.0023445964742240255
2924.185847128526	0.0023809072536562503
2924.1875573021	0.0024164493666301023
2924.189267477674	0.002451106167989603
2924.1909776552493	0.002484758342760074
2924.192687834824	0.0025172844827368035
2924.194398016399	0.002548561711764208
2924.196108199975	0.00257847020215507
2924.197818385551	0.0026068785249083737
2924.1995285731273	0.0026336674682236882
2924.2012387627037	0.0026587154968157334
2924.202948954281	0.002681903468162883
2924.2046591478584	0.0027031155698507003
2924.2063693434366	0.0027222319154452945
2924.208079541015	0.0027391650409491763
2924.209789740594	0.0027538264761338693
2924.211499942173	0.0027660619455984747
2924.2132101457523	0.0027758511686146736
2924.214920351332	0.002783100870661581
2924.216630558912	0.0027877502822374334
2924.218340768493	0.0027897516482822127
2924.220050980074	0.0027890715235772134
2924.2217611936553	0.002785691975731197
2924.223471409238	0.002779611642305113
2924.22518162682	0.002770846585826381
2924.226891846403	0.002759430891364434
2924.228602067986	0.0027454169566178965
2924.2303122915696	0.0027288754339771515
2924.2320225171534	0.002709894797568224
2924.233732744738	0.0026885805248942907
2924.235442974323	0.0026650539011621177
2924.2371532059083	0.002639450473218674
2924.2388634394943	0.002611918197651719
2924.2405736750807	0.002582615342542227
2924.2422839126675	0.0025517082134893787
2924.243994152255	0.0025193687808290344
2924.2457043938425	0.002485772286708765
2924.2474146374307	0.0024510949072126254
2924.2491248830192	0.002415511537489201
2924.2508351306083	0.0023791937571875366
2924.2525453801977	0.0023423080207903846
2924.254255631788	0.002305014103719305
2924.2559658853784	0.002267473737179948
2924.2576761409696	0.0022298108639702274
2924.259386398561	0.002196545345662382
2924.2610966581533	0.002159047840559869
2924.262806919746	0.0021218052605215254
2924.2645171833387	0.002084919770459659
2924.266227448932	0.0020484832215741378
2924.2679377165264	0.002012577436372953
2924.2696479861206	0.001977274611641211
2924.2713582577157	0.0019426378114905107
2924.2730685313118	0.001908721525089696
2924.2747788069078	0.0018755722666720098
2924.2764890845046	0.0018432291984145088
2924.2781993641015	0.0018117247602238429
2924.2799096456993	0.0017810852932361732
2924.2816199292974	0.001751331646801968
2924.2833302148965	0.0017224797611834486
2924.2850405024956	0.0016945412203761556
2924.2867507920955	0.001667523771322621
2924.288461083696	0.0016414318073112444
2924.290171377297	0.0016162668145898174
2924.291881672899	0.0015920277822322193
2924.293591970501	0.0015687115759236425
2924.2953022701035	0.001546313277072442
2924.2970125717065	0.0015248264888425567
2924.2987228753104	0.001504243611064937
2924.3004331809148	0.0014845560860923257
2924.30214348852	0.001465754617716808
2924.303853798125	0.0014478293652668839
2924.3055641097317	0.0014307701149319785
2924.3072744233386	0.0014145664303001348
2924.308984738946	0.001399207783891132
2924.310695056554	0.0013846836714693778
2924.312405376162	0.0013709837106369305
2924.3141156977713	0.0013580977251408388
2924.3158260213813	0.0013460158161487934
2924.3175363469913	0.001334728421603093
2924.3192466746023	0.0013242263646149333
2924.320957004214	0.0013145008917263556
2924.3226673358267	0.00130554370172975
2924.3243776694394	0.0012973469656268888
2924.326088005053	0.0012899033381561509
2924.327798342667	0.0012832059612826185
2924.329508682282	0.0012772484598907452
2924.331219023897	0.0012720249298877606
2924.332929367513	0.0012675299188589229
2924.3346397131295	0.0012637583993874157
2924.336350060747	0.001260705735144918
2924.338060410365	0.0012583676398840726
2924.339770761984	0.0012567401295218161
2924.341481115603	0.0012558194676058898
2924.343191471223	0.0012556021045868615
2924.3449018288434	0.0012560846115234892
2924.346612188465	0.001257263609066972
2924.348322550087	0.0012591356928618458
2924.3500329137096	0.00126169735681525
2924.351743279333	0.001264944916036792
2924.3534536469565	0.0012688744316043943
2924.355164016582	0.0012734816396555715
2924.356874388207	0.0012787618875808038
2924.3585847618333	0.001284708824579428
2924.36029513746	0.0012913194954742302
2924.3620055150873	0.0012985864986801987
2924.363715894716	0.0013065032379147024
2924.3654262763444	0.0013150626155301604
2924.367136659974	0.0013242570679929955
2924.3688470456045	0.0013340786227983292
2924.3705574332353	0.0013445189752643305
2924.372267822868	0.0013555695820434144
2924.3739782145	0.0013672217664952857
2924.3756886081333	0.001379466829511622
2924.377399003767	0.0013922961579292403
2924.379109401402	0.0014057013217829706
2924.3808198010374	0.0014196741511767197
2924.3825302026735	0.0014342067837904704
2924.3842406063104	0.0014492916749638818
2924.3859510119482	0.0014649215638758983
2924.3876614195865	0.0014810893914753986
2924.389371829226	0.001497788168327907
2924.391082240866	0.001515010793167182
2924.392792654507	0.0015327498255637284
2924.3945030701484	0.0015509972182001786
2924.3962134877906	0.0015697440160606924
2924.397923907434	0.0015889800308213076
2924.3996343290773	0.0016086934991582647
2924.4013447527223	0.0016288707335181396
2924.4030551783676	0.0016494957732963167
2924.404765606014	0.0016705500435675313
2924.406476035661	0.0016920148571641924
2924.408186467309	0.001713860294888625
2924.4098969009574	0.001736060340630008
2924.4116073366067	0.0017587213027693283
2924.413317774257	0.001781532221389881
2924.415028213908	0.0018045876150787343
2924.4167386555596	0.0018278446799327996
2924.4184490992125	0.001851254654297807
2924.420159544866	0.0018747645618665265
2924.4218699925204	0.0018983173844979717
2924.4235804421755	0.001921843870379747
2924.4252908938315	0.0019452987146812983
2924.4270013474884	0.001968605334509821
2924.428711803146	0.0019918817264865663
2924.4304222608043	0.0020146850216458123
2924.432132720464	0.002037129750643185
2924.433843182124	0.0020591530040453554
2924.4355536457847	0.0020806863677974574
2924.4372641114473	0.002101668527810019
2924.43897457911	0.00212204383103054
2924.4406850487735	0.0021417637210202622
2924.442395520438	0.002160788066366326
2924.444105994103	0.0021790863121432524
2924.4458164697694	0.002196638387735983
2924.4475269474365	0.002213435312599321
2924.4492374271044	0.0022294794544248653
2924.4509479087733	0.002244784410931344
2924.452658392443	0.002259374505804268
2924.454368878114	0.0022732839096469837
2924.4560793657856	0.0022865554164438473
2924.457789855458	0.0022992389235311217
2924.459500347132	0.002311389676820874
2924.461210840806	0.002323066352525216
2924.462921336481	0.0023343290510606796
2924.464631834157	0.002345237278499779
2924.466342333834	0.002355847986286963
2924.468052835512	0.0023662137318049004
2924.4697633391906	0.002376381011809592
2924.471473844871	0.0023863888088510032
2924.4731843525515	0.0023962772066215
2924.474894862233	0.002406048065103361
2924.476605373916	0.002415720735163829
2924.4783158875994	0.00242529338057218
2924.480026403284	0.0024347550867314105
2924.481736920969	0.0024440833716889987
2924.4834474406557	0.002453245091089684
2924.485157962343	0.0024621969071021432
2924.4868684860317	0.002470885935562106
2924.4885790117205	0.0024792505505643048
2924.4902895394107	0.0024883510329769543
2924.4920000691022	0.002495852681892119
2924.493710600794	0.0025028025756296257
2924.4954211344875	0.002509114616788044
2924.4971316701813	0.002514699658741515
2924.4988422078764	0.002519466845711693
2924.500552747573	0.0025233249763472188
2924.5022632892696	0.0025261838715257
2924.503973832968	0.0025279557266355557
2924.505684378667	0.0025285564282155892
2924.5073949263674	0.002527906814674963
2924.5091054760683	0.0025259340075930448
2924.5108160277705	0.002522571914486238
2924.5125265814736	0.0025177630834115616
2924.5142371371776	0.0025114589614066984
2924.5159476948825	0.0025036207405116917
2924.5176582545887	0.0024942406513488447
2924.5193688162963	0.0024832385866955242
2924.5210793800043	0.0024706698172647368
2924.5227899457136	0.0024565175204007694
2924.524500513424	0.002440796403067935
2924.5262110831354	0.002423531658985789
2924.5279216548474	0.002404758526120876
2924.529632228561	0.0023845217075305625
2924.5313428042755	0.002362874672153792
2924.533053381991	0.002339878854327737
2924.5347639617075	0.0023156027723444383
2924.5364745434254	0.002290121102872744
2924.538185127144	0.002263513638529946
2924.539895712864	0.0022358643844501147
2924.5416063005846	0.0022072605002473322
2924.5433168903064	0.002177791340493007
2924.5450274820296	0.002147547515904291
2924.5467380757536	0.0021166200047997297
2924.5484486714786	0.002085099326269102
2924.550159269205	0.002053074783979647
2924.5518698689325	0.0020206337870387614
2924.553580470661	0.001987861251932399
2924.555291074391	0.0019548491232607157
2924.557001680121	0.0019216558076583512
2924.558712287853	0.0018883660077581021
2924.560422897586	0.0018550503341201452
2924.5621335093197	0.0018217751299633989
2924.563844123055	0.001788602337422729
2924.565554738791	0.0017555894253167281
2924.5672653565284	0.0017227893720335175
2924.568975976267	0.0016902946685870557
2924.570686598007	0.0016580615659061992
2924.5723972217475	0.0016261738328772202
2924.5741078474894	0.001594667189160237
2924.575818475232	0.0015635733791119488
2924.5775291049763	0.0015329203528252622
2924.579239736722	0.0015027324609383497
2924.580950370468	0.0014730306589186837
2924.582661006216	0.001443832717039517
2924.5843716439645	0.0014151534327551119
2924.586082283715	0.00138700484265597
2924.587792925466	0.0013648408399576928
2924.5895035692183	0.0013377846329378773
2924.5912142149714	0.0013112807347264166
2924.5929248627262	0.001285332175381737
2924.594635512482	0.0012599402085715639
2924.596346164239	0.0012351044845382297
2924.598056817997	0.0012108232134789843
2924.5997674737564	0.0011870933190972766
2924.601478131517	0.001163910582246852
2924.603188791279	0.0011412697747207323
2924.604899453042	0.001119164783383253
2924.606610116806	0.0010977271587527815
2924.6083207825714	0.0010766726920719005
2924.6100314503383	0.001056131494618806
2924.611742120106	0.0010360949712859835
2924.613452791875	0.001016554128424163
2924.6151634656453	0.0009974996471270314
2924.6168741414167	0.0009789223444736095
2924.6185848191894	0.00096081165412365
2924.6202954989635	0.0009431580483925117
2924.6220061807385	0.0009259515079752534
2924.6237168645152	0.0009091819594890804
2924.625427550293	0.0008928393137110913
2924.6271382380714	0.0008769134994341954
2924.628848927852	0.0008613944933075768
2924.630559619633	0.0008462723460024302
2924.6322703134156	0.0008315372050315961
2924.6339810091995	0.0008171793345228551
2924.635691706985	0.000803189132226878
2924.637402406772	0.0007895571440384996
2924.6391131085593	0.0007762740762268239
2924.640823812348	0.0007633308056604893
2924.6425345181387	0.0007507183881843016
2924.6442452259303	0.0007384280653562891
2924.645955935723	0.0007264512697121583
2924.647666647517	0.0007147796287156893
2924.6493773613124	0.000703404967536625
2924.6510880771098	0.0006923193107858383
2924.6527987949075	0.000681514883337897
2924.654509514707	0.0006709841103123004
2924.6562202365076	0.0006607196163587181
2924.6579309603094	0.0006507142242955233
2924.6596416861125	0.0006409609531956573
2924.6613524139175	0.0006314530159851062
2924.6630631437233	0.0006221838166183824
2924.6647738755305	0.0006131469468869666
2924.666484609339	0.0006043361829085603
2924.6681953451493	0.0005957454813413365
2924.6699060829606	0.000587368975372704
2924.671616822773	0.0005792009704886913
2924.6733275645865	0.0005712359400931177
2924.675038308402	0.0005634685209739976
2924.6767490542184	0.000555893508652705
2924.6784598020363	0.0005485058526341069
2924.6801705518556	0.0005413006515773144
2924.6818813036766	0.0005342731484013763
2924.6835920574986	0.0005274187253413443
2924.6853028133223	0.0005207328989663695
2924.687013571147	0.0005142113151791472
2924.688724330973	0.0005078497441864949
2924.6904350928007	0.0005016440754809226
2924.6921458566294	0.0004955903128204264
2924.69385662246	0.0004896845692264895
2924.695567390291	0.00048434147062625943
2924.6972781601244	0.0004787209574802498
2924.698988931959	0.00047323740913141066
2924.700699705795	0.00046788732634461816
2924.7024104816323	0.0004626672947813937
2924.704121259471	0.00045757398034196317
2924.7058320393107	0.00045260412463066224
2924.7075428211524	0.0004477545405477956
2924.7092536049954	0.00044302210803781605
2924.7109643908398	0.00043840377001558295
2924.7126751786855	0.00043389652849779026
2924.7143859685325	0.00042949744096798526
2924.716096760381	0.0004252036170032669
2924.7178075542315	0.00042101221519597054
2924.719518350083	0.00041692044040453347
2924.721229147936	0.0004129255413555244
2924.72293994779	0.0004090248086441317
2924.7246507496457	0.00040521557315365
2924.726361553503	0.00040149520492438473
2924.7280723593617	0.00039786111249895395
2924.7297831672217	0.000394310742762527
2924.7314939770836	0.00039084158129409907
2924.7332047889468	0.0003874511532334646
2924.7349156028113	0.00038413702466288946
2924.7366264186776	0.00038089680449393537
2924.738337236545	0.0003777281468249072
2924.740048056414	0.0003746287537459425
2924.741758878284	0.0003715963785294596
2924.7434697021563	0.0003686288291436801
2924.74518052803	0.00036572397200873574
2924.7468913559046	0.0003628797358977698
2924.748602185781	0.00036009411587289986
2924.750313017659	0.0003573651771316966
2924.7520238515385	0.00035469105863172867
2924.7537346874196	0.00035206997633696613
2924.755445525302	0.0003495002259472635
2924.757156365186	0.00034698018494472294
2924.7588672070715	0.0003445083138012839
2924.7605780509584	0.00034208315619677077
2924.762288896847	0.00033970333809907327
2924.763999744737	0.0003373675655740094
2924.7657105946287	0.00033507462120907494
2924.767421446522	0.0003328233590528251
2924.769132300417	0.00033061269800604975
2924.770843156313	0.00032844161361422763
2924.7725540142105	0.0003263091282663666
2924.77426487411	0.0003242142998234332
2924.775975736011	0.0003221562087512009
2924.777686599913	0.0003201339438719808
2924.779397465817	0.0003181465868979938
2924.7811083337224	0.0003161931959579922
2924.78281920363	0.00031427278837803385
2924.7845300755384	0.0003123843230329326
2924.7862409494487	0.0003105266826304298
2924.787951825361	0.00030869865635219096
2924.789662703274	0.00030689892331614566
2924.791373583189	0.0003051260373734266
2924.7930844651055	0.0003033784137922435
2924.794795349024	0.00030165431840811774
2924.7965062349435	0.0002999518598344464
2924.7982171228646	0.00029826898532669954
2924.7999280127883	0.00029660348086502086
2924.8016389047125	0.00029495297597570413
2924.803349798639	0.00029331495372042493
2924.8050606945667	0.0002916867661852951
2924.806771592496	0.0002900656556396042
2924.808482492427	0.0002884487813666903
2924.8101933943594	0.00028683325195444365
2924.811904298294	0.0002852163316688916
2924.81361520423	0.0002835948992016002
2924.8153261121674	0.0002819662285002966
2924.817037022107	0.00028032763417795703
2924.8187479340477	0.0002786765995521634
2924.82045884799	0.00027701082443620795
2924.822169763934	0.00027532827077059174
2924.82388068188	0.0002736272044689958
2924.825591601827	0.0002719062319287424
2924.8273025237763	0.00027016432979920513
2924.829013447727	0.00026840086683410647
2924.8307243736795	0.0002666156169535139
2924.8324353016337	0.0002648087629911755
2924.8341462315893	0.00027499770644956456
2924.8358571635467	0.00027316083809558744
2924.837568097506	0.0002713052806788685
2924.8392790334665	0.0002694327071312008
2924.8409899714293	0.00026754508665094434
2924.8427009113934	0.0002656446422756309
2924.844411853359	0.00026373380503907917
2924.8461227973266	0.00026181503687805474
2924.8478337432957	0.0002598913872040587
2924.849544691267	0.00025796540177625005
2924.8512556412397	0.00025603986887690056
2924.852966593214	0.00025411755671533864
2924.85467754719	0.0002522011762314813
2924.856388503168	0.0002502933485425407
2924.8580994611475	0.0002483965773597552
2924.8598104211287	0.00024651322648994167
2924.8615213831117	0.00024464550235170357
2924.863232347096	0.0002427954412811406
2924.864943313083	0.0002409649012877768
2924.866654281071	0.0002391555578319382
2924.8683652510613	0.00023736890314018932
2924.870076223053	0.0002356062485568966
2924.871787197046	0.0002338687294198838
2924.8734981730413	0.0002321573119670184
2924.8752091510382	0.0002304728018142077
2924.876920131037	0.00022881585358158762
2924.8786311130375	0.00022718698129542414
2924.8803420970394	0.00022558656923754583
2924.882053083044	0.00022401488296919236
2924.8837640710494	0.00022247208030035104
2924.885475061057	0.00022095822201861903
2924.887186053066	0.0002194732822384804
2924.8888970470775	0.00021801715826086365
2924.89060804309	0.00021658967986792899
2924.892319041105	0.0002151906180031249
2924.8940300411214	0.000213819692809869
2924.89574104314	0.0002124765810176399
2924.8974520471597	0.00021116092268158582
2924.899163053182	0.00020987232729097194
2924.9008740612057	0.00020861037927055737
2924.902585071231	0.00020737464290310204
2924.9042960832585	0.00020616466670975164
2924.906007097288	0.00020497998732227352
2924.9077181133184	0.00020382013288477996
2924.9094291313513	0.00020268462602246462
2924.911140151386	0.00020157298641410026
2924.9128511734225	0.00020048473300360303
2924.914562197461	0.00019941938588319275
2924.916273223501	0.0001983764678834543
2924.917984251543	0.00019735550589450312
2924.919695281587	0.00019635603195267137
2924.9214063136324	0.00019579280991632864
2924.92311734768	0.0001948353686876958
2924.924828383729	0.0001938980509772481
2924.9265394217805	0.0001929804163606219
2924.9282504618336	0.00019208203225062892
2924.9299615038885	0.00019120247403026092
2924.9316725479457	0.00019034132508966017
2924.9333835940047	0.00018949817678370895
2924.935094642065	0.00018867262832056308
2924.9368056921276	0.000187864286597339
2924.938516744192	0.00018707276599339018
2924.940227798258	0.00018629768813260839
2924.9419388543265	0.00018553868162729525
2924.9436499123963	0.0001847953818124859
2924.9453609724683	0.00018406743048338114
2924.947072034542	0.00018335447564388208
2924.9487830986186	0.00018265617127866118
2924.950494164696	0.00018197217715587577
2924.9522052327757	0.00018130215867140365
2924.953916302857	0.00018064578674226173
2924.9556273749404	0.00018000273775797826
2924.957338449026	0.00017937269359524777
2924.959049525113	0.00017875534170386231
2924.9607606032023	0.0001781503752660285
2924.9624716832936	0.00017755749343362215
2924.964182765387	0.00017697640164260342
2924.965893849482	0.0001764068120054807
2924.967604935579	0.00017584844377538378
2924.969316023678	0.00017530102387852686
2924.9710271137787	0.00017476428750407003
2924.972738205882	0.00017423797874327462
2924.9744492999866	0.00017372185126096618
2924.9761603960933	0.00017321566898731433
2924.9778714942017	0.00017271920681127817
2924.9795825943124	0.0001722322512570651
2924.981293696426	0.0001717546011251736
2924.98300480054	0.00017128606808047842
2924.984715906657	0.00017082647716459842
2924.9864270147755	0.00017037568409350445
2924.988138124896	0.00016993350846372657
2924.989849237019	0.0001694998337965492
2924.991560351143	0.00016907454177927939
2924.99327146727	0.00016865752845296456
2924.9949825853982	0.00016824868792253422
2924.9966937055297	0.0001678479773491448
2924.998404827662	0.00016745531738471264
2925.0001159517965	0.0001670706582905801
2925.0018270779333	0.0001666940047736487
2925.003538206072	0.00016632524618032107
2925.0052493362127	0.00016596440920313427
2925.0069604683554	0.0001656114880268511
2925.0086716025003	0.00016526648565795554
2925.010382738647	0.00016492941300472186
2925.0120938767955	0.00016460028796072557
2925.0138050169467	0.00016427913450889342
2925.0155161590997	0.00016396598186230182
2925.017227303255	0.00016366086365249277
2925.0189384494115	0.00016336381717918513
2925.020649597571	0.00016307488272671034
2925.022360747732	0.0001627941029558322
2925.024071899895	0.0001625215223726162
2925.0257830540604	0.00016225718687790103
2925.0274942102274	0.00016200114339481875
2925.029205368397	0.00016175343957469668
2925.030916528569	0.00016151412357645611
2925.032627690742	0.00016128324391484483
2925.0343388549177	0.0001610608493739507
2925.0360500210954	0.0001608469889776698
2925.0377611892754	0.00016064171201257693
2925.0394723594572	0.0001604450680967595
2925.0411835316413	0.00016025710728639897
2925.042894705827	0.00016007788021665803
2925.0446058820157	0.00015990743826821419
2925.046317060206	0.00015974583375533147
2925.0480282403987	0.0001595931201302525
2925.049739422593	0.00015944935219747158
2925.05145060679	0.00015931458633555717
2925.0531617929887	0.00015918888072075088
2925.0548729811894	0.00015907229554956714
2925.0565841713924	0.00015896489325639696
2925.0582953635976	0.00015886673872300694
2925.060006557805	0.00015877789947771337
2925.0617177540144	0.0001586984458807894
2925.0634289522263	0.00015862845129310799
2925.06514015244	0.000158567992226466
2925.0668513546557	0.0001585171484723702
2925.068562558874	0.00015847600320584299
2925.070273765094	0.000158444643062583
2925.0719849733164	0.00015842315818581643
2925.073696183541	0.00015843620775957135
2925.0754073957673	0.00015843478537092004
2925.0771186099964	0.00015844352970995068
2925.0788298262273	0.0001584625446872101
2925.080541044461	0.0001584919373700533
2925.0822522646963	0.00015853181776448455
2925.083963486934	0.000158582298533827
2925.0856747111734	0.00015864349464911331
2925.0873859374155	0.00015871552296342628
2925.0890971656595	0.00015879850170130716
2925.090808395906	0.00015889254985745893
2925.0925196281546	0.00015899778649308693
2925.0942308624053	0.00015911432992188335
2925.0959420986587	0.00015924229677632962
2925.097653336914	0.0001593818009421044
2925.099364577171	0.0001595329523543798
2925.1010758194307	0.00015969585564101774
2925.1027870636926	0.00015987060860866986
2925.1044983099564	0.00016005730055912437
2925.106209558223	0.0001602560104311257
2925.1079208084916	0.00016046680476200503
2925.109632060762	0.00016068973546734533
2925.1113433150354	0.0001609248374382366
2925.113054571311	0.00016117212596422625
2925.114765829588	0.00016143159399018003
2925.116477089868	0.00016170320922803683
2925.11818835215	0.00016198691114610586
2925.1198996164344	0.00016228260787198856
2925.1216108827207	0.00016259017305442214
2925.1233221510097	0.00016290944274066632
2925.1250334213005	0.00016324021233804498
2925.126744693594	0.00016358223374324243
2925.1284559678897	0.00016393521273661005
2925.1301672441878	0.0001642988067490636
2925.131878522488	0.00016467262312835906
2925.1335898027905	0.00016505621803508674
2925.1353010850953	0.00016544909611238
2925.1370123694023	0.00016585071107533267
2925.1387236557116	0.00016626046736523126
2925.140434944023	0.00016667772300582584
2925.1421462343374	0.0001671017937864283
2925.1438575266534	0.00016753195886953787
2925.145568820972	0.00016796746788982908
2925.147280117293	0.00016840754957136994
2925.1489914156164	0.00016885142183487023
2925.150702715942	0.0001692983033136919
2925.1524140182696	0.00016974742612929639
2925.1541253226	0.00017019813916419047
2925.1558366289323	0.00017064959328072504
2925.1575479372673	0.00017110120710905896
2925.1592592476045	0.0001715524100190935
2925.160970559944	0.00017200271804329592
2925.162681874286	0.00017245174776847616
2925.1643931906306	0.00017289922895191712
2925.1661045089772	0.00017334501543553316
2925.167815829326	0.00017378909397713915
2925.1695271516774	0.00017423159068341576
2925.171238476031	0.00017467277481686416
2925.172949802387	0.00017511305984418968
2925.1746611307453	0.0001755530017026885
2925.176372461106	0.00017599329436779332
2925.17808379347	0.0001764347629094054
2925.1797951278354	0.0001768783543150132
2925.1815064642033	0.00017732512643453546
2925.1832178025734	0.00017777623545578436
2925.184929142946	0.0001782328481386708
2925.1866404853213	0.00017869645238710596
2925.1883518296986	0.0001791683129063193
2925.1900631760786	0.00017964983959672942
2925.191774524461	0.00018014247159248153
2925.1934858748455	0.00018064766488934403
2925.195197227233	0.0001811668811629863
2925.1969085816227	0.0001817015779571607
2925.198619938015	0.00018225320035814008
2925.200331296409	0.000182823174205482
2925.202042656806	0.00018341290084267214
2925.203754019205	0.00018402375335768717
2925.2054653836067	0.00018465707423187538
2925.207176750011	0.00018531417428668817
2925.2088881184177	0.00018599633279603456
2925.210599488827	0.00018670479862747946
2925.212310861238	0.00018744079226318267
2925.2140222356525	0.0001882055085646872
2925.2157336120686	0.0001890001201391156
2925.2174449904874	0.00018982578118686977
2925.219156370909	0.0001906836317123739
2925.2208677533326	0.00019157480200171495
2925.2225791377587	0.00019250041727669753
2925.2242905241874	0.0001934616024555913
2925.2260019126184	0.00019445948695873128
2925.2277133030525	0.00019549520951211985
2925.229424695489	0.0001965699229111717
2925.2311360899275	0.00019768479872117606
2925.2328474863684	0.0001988410318894962
2925.234558884812	0.00020003984526451024
2925.2362702852583	0.000201282494010524
2925.237981687707	0.0002025702699216536
2925.2396930921577	0.00020390450563467777
2925.2414044986117	0.00020528657874741008
2925.2431159070675	0.0002067179158516952
2925.244827317527	0.00020819999648702403
2925.246538729988	0.0002097343570258703
2925.2482501444515	0.00021132259450284963
2925.2499615609177	0.00021296637039192046
2925.2516729793865	0.00021466741434439385
2925.2533843998576	0.00021642752789430286
2925.2550958223314	0.0002182485881359053
2925.256807246808	0.0002201325513804253
2925.2585186732867	0.00022208145679114555
2925.2602301017687	0.00022409743000040283
2925.261941532253	0.00022618268670104857
2925.2636529647393	0.0002285130574510852
2925.2653643992285	0.00023074410911994025
2925.26707583572	0.00023305166753717632
2925.2687872742144	0.00023543834386652307
2925.2704987147113	0.00023790685664748512
2925.2722101572103	0.0002404600350074393
