 61 3066.693272 3.484E-23 4.758E+00.04400.068 1433.97220.75-.006133    0 0 1 1 1F1    0 0 0 1 1F2    5F2 49         4F1  3     332333332329 1 1 1    33.0   27.0
 61 3066.773002 2.073E-25 1.264E-01.02900.050 1692.80630.75-.006134    0 1 1 0 1F1    0 1 0 0 1E     6E  51         5E   4     332333332329 1 1 1    26.0   22.0
 61 3066.795550 7.015E-24 2.878E+00.03900.062 1694.63170.75-.006134    0 1 1 0 1F1    0 1 0 0 1E     6F1 77         5F2  7     332333332329 1 1 1    39.0   33.0
 61 3066.804743 2.018E-23 5.558E-03.06500.077  157.13880.72-.006100    0 2 0 0 1A1    0 0 0 0 1A1    5F2 22         5F1  2     344332453638 7 1 7    33.0   33.0
 61 3066.819343 1.529E-24 4.211E-04.06500.077  157.12420.72-.006100    0 2 0 0 1A1    0 0 0 0 1A1    5F2 22         5F1  1     344332453638 7 1 7    33.0   33.0
 61 3066.834833 3.256E-24 3.047E-02.04700.065 1095.61910.62-.006100    0 1 0 1 1F1    0 0 0 0 1A1   15F1 44        14F2  2     444332403638 7 1 7    93.0   87.0
 61 3066.841940 5.341E-25 3.867E-02.04700.094 1408.48510.75-.006134    0 0 1 1 1E     0 0 0 1 1F2    5A1 13         4A2  1     332333332329 1 1 1    55.0   45.0
 61 3066.884995 8.161E-26 4.032E-04.04700.065  950.48720.62-.006100    1 0 0 0 1A1    0 0 0 0 1A1   14F1 45        13F2  3     334332453638 7 1 7    87.0   81.0
 61 3066.912475 1.845E-22 2.426E+01.04400.068 1460.50630.75-.006134    0 0 1 1 1F1    0 0 0 1 1F2    6F2 46         5F1  2     332333332329 1 1 1    39.0   33.0
 61 3066.930978 3.049E-23 7.958E-03.06500.078  104.77460.72-.006100    0 2 0 0 1A1    0 0 0 0 1A1    4F2 20         4F1  1     344332453638 7 1 7    27.0   27.0
 61 3066.937916 2.806E-25 1.341E-01.03900.062 1691.64950.75-.006134    0 3 0 0 1A2    0 1 0 0 1E     5F1 74         5F2  5     332333332329 1 1 1    33.0   33.0
